children;days_employed;dob_years;education;education_id;family_status;family_status_id;gender;income_type;debt;total_income;purpose
0;320269.250165119;60;среднее;2;женат / замужем;0;Ж;пенсионер;0;90589.83431242825;недвижимость
0;323706.9363936747;69;Высшее;1;женат / замужем;0;Ж;пенсионер;0;156279.14458571377;недвижимость
2;-2789.2345614667684;30;высшее;1;Не женат / не замужем;4;М;сотрудник;0;258642.7344342662;недвижимость
2;-141.62064317095124;38;среднее;2;женат / замужем;0;Ж;сотрудник;1;77924.07285893512;автомобиль
3;-1816.4832908335545;1;среднее;2;женат / замужем;0;Ж;сотрудник;0;99101.4651268374;недвижимость
0;338081.3751290788;67;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;59598.20140621682;автомобиль
0;-5372.794819089778;36;начальное;4;гражданский брак;1;М;сотрудник;1;120099.65708408516;образование
0;384909.75855777384;58;среднее;2;Не женат / не замужем;4;Ж;пенсионер;0;87807.82947604894;образование
2;-1887.0153757936257;26;среднее;2;гражданский брак;1;М;компаньон;0;320418.6398360138;свадьба
0;-1436.837858595202;45;среднее;2;женат / замужем;0;Ж;сотрудник;0;46435.19920223495;недвижимость
0;-8372.642418683072;65;среднее;2;женат / замужем;0;Ж;сотрудник;0;155990.07663720334;недвижимость
1;-2644.1914562752436;47;среднее;2;гражданский брак;1;М;сотрудник;0;118595.31224121623;свадьба
1;;24;Среднее;2;гражданский брак;1;Ж;сотрудник;1;;автомобиль
0;;45;Среднее;2;гражданский брак;1;Ж;сотрудник;0;;недвижимость
0;;67;среднее;2;женат / замужем;0;Ж;пенсионер;0;;недвижимость
1;-1855.2730978330349;45;среднее;2;женат / замужем;0;М;компаньон;0;201154.1038961285;недвижимость
2;-3895.9518235331625;34;среднее;2;женат / замужем;0;М;сотрудник;0;224136.79834566772;недвижимость
0;373191.8015512747;57;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;157543.6536305822;автомобиль
0;-9203.435886687965;64;высшее;1;женат / замужем;0;Ж;сотрудник;0;99985.67687171952;автомобиль
0;-851.3179961888907;51;среднее;2;женат / замужем;0;М;компаньон;1;79407.2209579895;образование
0;-9559.130357110702;46;среднее;2;женат / замужем;0;Ж;сотрудник;0;101475.69206092795;автомобиль
0;-1341.3788786540931;48;среднее;2;женат / замужем;0;М;сотрудник;1;138751.33587695085;недвижимость
0;-1264.8390611291288;29;среднее;2;женат / замужем;0;Ж;сотрудник;0;83533.75256631138;недвижимость
1;-689.3604886808687;45;среднее;2;женат / замужем;0;Ж;сотрудник;0;148836.40891984355;недвижимость
0;-976.0528524613686;36;среднее;2;женат / замужем;0;М;компаньон;0;155668.7452154664;образование
-1;-4285.172480355639;47;среднее;2;гражданский брак;1;Ж;сотрудник;0;99731.85601983363;образование
0;-3565.3493913013904;57;среднее;2;женат / замужем;0;Ж;сотрудник;0;129382.0436377036;недвижимость
0;349880.0927706609;66;среднее;2;женат / замужем;0;Ж;пенсионер;0;163939.0283238594;недвижимость
4;-2153.7732218909405;37;высшее;1;гражданский брак;1;Ж;сотрудник;0;324973.9324241253;свадьба
0;-858.0095205032692;28;среднее;2;гражданский брак;1;Ж;компаньон;0;109254.04991183305;автомобиль
0;-718.8934614860472;44;ВЫСШЕЕ;1;женат / замужем;0;Ж;сотрудник;0;197223.66883615352;недвижимость
0;-457.6099122705323;46;среднее;2;женат / замужем;0;Ж;сотрудник;1;139081.86519049152;недвижимость
1;-1050.3149821162506;45;среднее;2;женат / замужем;0;Ж;компаньон;0;107812.83168599226;автомобиль
0;-1390.380322358746;29;высшее;1;женат / замужем;0;Ж;сотрудник;0;228515.83168563066;недвижимость
1;-348.4181556077972;34;СРЕДНЕЕ;2;гражданский брак;1;М;сотрудник;0;216311.57527375556;свадьба
0;-823.1280962535974;54;СРЕДНЕЕ;2;женат / замужем;0;М;сотрудник;1;169164.2191151929;недвижимость
2;-251.94504071878248;50;начальное;4;гражданский брак;1;Ж;сотрудник;0;188255.0116048503;недвижимость
2;-1634.1866091923457;26;среднее;2;Не женат / не замужем;4;Ж;госслужащий;0;61156.61241759056;образование
0;356128.65893816587;67;среднее;2;женат / замужем;0;Ж;пенсионер;0;90184.79239603045;недвижимость
2;-7159.979464976607;37;среднее;2;в разводе;3;Ж;сотрудник;1;43682.20697472616;недвижимость
0;-777.4642203560279;62;среднее;2;женат / замужем;0;Ж;компаньон;0;134101.2995915066;недвижимость
0;-216.66349477643715;23;среднее;2;Не женат / не замужем;4;Ж;госслужащий;0;123847.60897729528;недвижимость
0;-888.8340248665403;29;высшее;1;женат / замужем;0;М;госслужащий;0;253277.87673572582;недвижимость
0;374034.94988671667;64;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;98941.21799054318;недвижимость
0;-7579.523959657797;50;среднее;2;женат / замужем;0;М;компаньон;0;151593.4964842809;недвижимость
0;343592.15478418116;45;Среднее;2;женат / замужем;0;Ж;пенсионер;0;46034.24056231932;образование
1;;34;среднее;2;гражданский брак;1;М;сотрудник;1;;недвижимость
0;-503.7663689710205;36;среднее;2;женат / замужем;0;М;компаньон;1;315677.67396102974;образование
2;-652.6080163965479;40;среднее;2;женат / замужем;0;М;сотрудник;0;108043.92515516483;недвижимость
0;378449.96185680624;62;среднее;2;женат / замужем;0;Ж;пенсионер;0;141598.86630328264;образование
0;-718.5002734178199;35;среднее;2;Не женат / не замужем;4;М;госслужащий;0;196061.43555304623;недвижимость
0;;22;высшее;1;Не женат / не замужем;4;М;сотрудник;0;;автомобиль
0;-3139.691708082932;36;высшее;1;женат / замужем;0;М;компаньон;0;301257.22352034214;автомобиль
0;-5319.883747710382;56;высшее;1;женат / замужем;0;Ж;сотрудник;0;410720.1077475143;недвижимость
0;;64;среднее;2;вдовец / вдова;2;Ж;сотрудник;0;;автомобиль
1;;35;высшее;1;гражданский брак;1;М;компаньон;0;;свадьба
0;;57;СРЕДНЕЕ;2;гражданский брак;1;Ж;пенсионер;1;;свадьба
0;-1377.2216076842412;65;среднее;2;женат / замужем;0;М;компаньон;0;220875.17502770384;недвижимость
0;-7464.004336620428;43;высшее;1;женат / замужем;0;М;госслужащий;0;311079.8997102563;недвижимость
0;-2209.5606063665978;30;среднее;2;женат / замужем;0;М;сотрудник;0;151980.17867765695;недвижимость
0;341832.7968289332;56;среднее;2;в разводе;3;Ж;пенсионер;0;89893.45869724007;недвижимость
0;-2851.8595717611474;28;начальное;4;женат / замужем;0;М;сотрудник;0;143549.5518339859;недвижимость
0;;70;среднее;2;вдовец / вдова;2;Ж;сотрудник;0;;автомобиль
0;-989.8971497512533;51;среднее;2;женат / замужем;0;Ж;компаньон;0;242052.88495452382;недвижимость
1;-1400.9232273907965;43;Среднее;2;Не женат / не замужем;4;Ж;компаньон;0;170068.74700830042;недвижимость
0;-215.61286932722726;44;среднее;2;вдовец / вдова;2;Ж;сотрудник;0;144326.37903821215;автомобиль
0;-2491.14699617009;29;высшее;1;женат / замужем;0;Ж;сотрудник;0;281799.90989405394;образование
0;-1157.7878425952213;58;среднее;2;женат / замужем;0;М;компаньон;0;223383.36440294117;автомобиль
1;-3905.1124430033324;33;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;214190.83009854634;автомобиль
